,0,1
0,1768.2758740892696,-1141.615955939436
1,1649.1783914812304,-1027.2604984277161
2,535.4050609634181,-190.20169585631768
3,2372.393203474628,-1744.020471610949
4,1807.4975359067903,-1179.9152220317076
5,3044.9137477514,-2416.5614531411125
6,1923.303504466191,-1294.8909494671932
7,2837.4797761498485,-2209.129821597303
8,3113.1375821697848,-2484.7995380183793
9,622.197036691821,-237.36954018348717
10,2335.6989901770503,-1707.378224307475
11,2037.5678673419757,-1409.1831453612344
12,1317.4038943044502,-733.7705690827448
13,1102.7671373975068,-561.5113927198407
14,2732.0070398101843,-2103.6695002351466
15,753.1622463546652,-317.06445791518337
16,3381.2905038364224,-2752.969068081618
17,2224.9167687632034,-1596.528463998663
18,1015.6554260722462,-496.9465856623032
19,1058.8502826041904,-528.9965491635381
20,1846.3649279533483,-1218.186811621822
21,3545.090651030513,-2916.7720029114307
22,280.19735939017255,-71.66649204763488
23,3642.1050721890374,-3013.7788038112376
24,492.5114722407227,-167.3124040645583
25,406.71713913291956,-125.85376728268943
26,1728.9348313836254,-1103.5406451275112
27,1443.5415309475063,-841.8191527168564
28,3079.216995824985,-2450.750742488554
29,3479.9255755096383,-2851.5354213932874
30,2112.8152485587275,-1484.4587496410916
31,3447.1159876233714,-2818.7969829094777
32,1231.9051738826286,-663.7245963292378
33,1999.5359008786886,-1371.1934733968908
34,3010.8297906585403,-2382.511099634603
35,1961.4337110716806,-1333.1085871627436
36,3281.6409505640704,-2653.255525020456
37,3512.6162301920467,-2884.2976924893374
38,3248.1251966195364,-2619.8066634699594
39,2625.4982789036785,-1997.1797457603636
40,3214.5618818094326,-2586.2406480079176
41,2481.6346868634587,-1853.315654221477
42,2907.005496377431,-2278.6572557047084
43,2298.8957154290583,-1670.567964765487
44,2187.651640645295,-1559.3330511678853
45,1567.6736724503376,-952.2608490948586
46,3706.272011132018,-3077.93998518253
47,3738.208747236381,-3109.8664984265715
48,2261.959562032231,-1633.6391844918624
49,2075.17394813865,-1446.8542267147398
50,157.22139684428686,-30.128995129073786
51,1526.9764011649909,-914.5873785726986
52,1274.5369632928728,-698.6536899601057
53,3609.8480525460236,-2981.529515789606
54,2445.3441724853483,-1817.0245227551504
55,578.7509812473122,-213.61921833877858
56,3147.064329087465,-2518.7457856682554
57,2976.252052595405,-2347.933474256499
58,2589.7239224290734,-1961.4053891884018
59,2553.853179681335,-1925.5332597917075
60,77.39230200178997,-10.165164443256458
61,1884.962635718438,-1256.6441050004792
62,3674.2596559710755,-3045.9279471067575
63,884.5962217111603,-403.63212819528496
64,117.26639014834322,-19.42516637644381
65,796.9489573597032,-345.3057061171355
66,709.7432886912778,-289.994564501076
67,2872.3067395907933,-2243.9592310039784
68,2696.646945266497,-2068.3101220528174
69,2941.8866794977885,-2313.3716932613106
70,840.8862933520475,-373.84883267101475
71,3180.8458464319033,-2552.5273152148366
72,3577.542507645902,-2949.223439654812
73,239.9583179274703,-55.836794282024464
74,1688.8557489167376,-1065.7175169561604
75,972.2925506131694,-465.53356560225615
76,1401.6001476663973,-805.4315637407066
77,1145.9063475727678,-594.9465448736353
78,2802.4149457313943,-2174.092385238426
79,322.3385362190957,-88.4763703640744
80,1189.0934501622496,-628.725206192427
81,2518.0130635077167,-1889.4090567760284
82,3348.1507920800072,-2719.8310085947714
83,3414.361823219395,-2786.03897285732
84,364.0711382368981,-106.38864500799463
85,928.488843519224,-433.3875393164962
86,3769.911184307752,-3141.5926535897934
87,1609.2532376120034,-989.0171589908333
88,197.9175373987808,-42.34037246722932
89,2150.444631265245,-1521.8507276082296
90,449.3780256180665,-146.07656713522766
91,666.0904375364115,-262.7374206926763
92,3314.8666979116624,-2686.5481650416755
93,1485.0491957762588,-878.7058009260714
94,2661.122717140557,-2032.802821765954
95,2408.943802466347,-1780.6210872831507
96,38.510102748007476,-3.531930596833943
97,2767.2637684458664,-2138.936361503795
98,1359.992796934519,-769.2716989136122
99,0.0,-0.0
