,0,1
0,340.4111772486107,-482.1613015937952
1,178.82930071769186,-183.60483093618743
2,413.592809833293,-645.7111761799409
3,1158.1539882037064,-2816.2780863001653
4,471.2245989290342,-785.3624158272482
5,1008.5971589466843,-2334.7126326357447
6,325.67565499026085,-451.07994360736006
7,1237.4810066000105,-3077.8123494836814
8,1127.2837710487108,-2715.5859488469487
9,1178.3896834386142,-2882.5953024176247
10,610.9888889591828,-1152.2993663401405
11,527.909171344046,-930.1319810192572
12,868.7838149049655,-1900.462624950489
13,904.7812230181578,-2010.6270707960323
14,1137.636519946007,-2749.2823858972624
15,678.2897065687008,-1339.8213263469231
16,1198.3502130777433,-2948.3256561336057
17,597.3134701079157,-1114.9838104141186
18,624.6159254227316,-1189.7571734764063
19,782.0760888791639,-1640.3087750947388
20,485.48925051564174,-821.2234725251365
21,1052.7745386793665,-2475.271676685393
22,1208.2210742230395,-2980.9090015511715
23,856.6307093227965,-1863.5457815264676
24,355.12560051766235,-513.804848991595
25,974.6684078639828,-2227.8062338664413
26,651.5987921643313,-1264.701529788587
27,844.3955992285554,-1826.5246892695855
28,79.6580241050756,-54.53764983539368
29,428.079011643701,-679.9731565961628
30,892.864685377634,-1974.0254699421655
31,1095.7666902161695,-2613.4530431802145
32,251.92469403649451,-306.78041013870745
33,832.0821288108921,-1789.4159292604431
34,369.7686971067061,-545.8526392987748
35,769.3659759328254,-1602.8336747593034
36,207.95687589942747,-230.20039241919002
37,310.90463914777155,-420.7948474014305
38,150.0309631302122,-141.090379744438
39,1019.7505229537014,-2370.060035041975
40,384.42951390050564,-578.5827137782974
41,569.758807002315,-1040.6605179198182
42,296.18653205679794,-391.34191291198994
43,756.6072786940929,-1565.3873122625378
44,743.7199989947535,-1527.7839645312824
45,1147.924197072605,-2782.840452260496
46,583.5738792081518,-1077.7775415156716
47,1116.8598263716947,-2681.723058651579
48,1188.3986582903676,-2915.5331927213965
49,1218.033800484176,-3013.3301016866803
50,986.0566152985659,-2263.5859862061443
51,1168.3001046328168,-2849.5108337418214
52,399.08040277603743,-611.793285695398
53,916.6266359428929,-2047.1377259556432
54,1085.1439429560724,-2579.186271491311
55,281.42573770946143,-362.47106330292314
56,691.5347471729251,-1377.4423296266682
57,65.96173526348056,-41.1248970293275
58,39.034383545730556,-18.715563013284303
59,135.73662683091408,-121.41506639554133
60,1247.0705024846454,-3109.7311881413957
61,107.46259179306203,-85.52654504978905
62,940.0691257925105,-2119.7599692914973
63,819.6993176411718,-1752.2503175488607
64,237.2343828110879,-280.2442355580302
65,499.69331716996305,-857.321848561164
66,928.382525550624,-2083.490644360417
67,1106.352579871142,-2647.6802394065116
68,555.8699084979932,-1003.6570303552153
69,456.9312527789059,-749.8350297361627
70,222.57746496769192,-254.90073292616697
71,794.697238173233,-1677.686870291859
72,880.8621011859811,-1937.291751541654
73,1227.783153268464,-3045.6604906094453
74,1041.8365726689099,-2440.3326935960445
75,52.45032002731793,-29.09489876050634
76,121.5431989418642,-102.8759779121666
77,1063.6373333685533,-2510.058780632286
78,730.8050098710404,-1490.2718748578657
79,93.53584798805974,-69.45368021694118
80,513.8431225704857,-893.6555147256262
81,1030.8253499148752,-2405.2508858841043
82,1074.4142990542337,-2544.6566578140632
83,963.2295765387996,-2191.9738739299246
84,12.837329277260157,-3.279601183527423
85,193.34526903900905,-206.40742768833442
86,951.6836941302756,-2155.9128449368727
87,997.3550396453971,-2299.1864543680927
88,638.1409571404431,-1227.1977226254246
89,717.7877258347337,-1452.6227575264602
90,25.800855746471928,-10.057107689854439
91,164.3932035163638,-161.82663505467733
92,266.69002869850607,-334.37844653380887
93,1256.6370614359173,-3141.5926535897934
94,807.2349779958729,-1715.0027581103031
95,442.580483389194,-714.5916345938413
96,704.7108491003283,-1415.0879787235513
97,664.9766364266727,-1302.2364493854413
98,541.9364436208594,-966.8063703924388
99,0.0,-0.0
