,0,1,2
0,9.999172117752668,9.999998947427683,7.692998079965814
1,9.999723370264576,9.99996750750861,7.364004624183144
2,5.918156490070842,5.501119628682712,2.328349047776695
3,10.0,10.0,9.490638955330397
4,9.994134007057617,10.0,4.9664140724315775
5,10.0,9.998693390071224,3.8781041297642447
6,9.999389113571672,10.0,4.36485967619412
7,10.0,9.99999548387246,7.143110407186442
8,9.999994292006221,9.99995166033513,9.79725925748711
9,9.641992523912938,9.999844723554661,3.7683093193102755
10,9.999591088040706,9.999990794931387,5.551704055594072
11,9.999871027173434,9.999985336610631,9.180923874588341
12,10.0,9.999901576115407,4.7253616133334
13,5.97052886212827,6.759306962945846,2.4992914261984893
14,9.998556015429676,9.999925725283473,6.8096000537317485
15,9.831092775949838,9.455465871171906,3.6480071332408546
16,9.981221876957882,10.0,4.613929433379928
17,9.999946933957586,9.999972008758183,8.657516295164399
18,9.832691546374948,9.474194874612877,3.7710044440062775
19,9.999997376828922,9.999103033724797,9.696341507817424
20,10.0,9.999999993210464,8.972423189344333
21,5.132154616851453,4.128645738270713,1.8817106146130373
22,10.0,9.999721134736141,6.696576169466362
23,9.999917619889281,9.999636715100321,8.125389011670954
24,9.986545609452207,9.99999428982352,4.851162757609486
25,6.69202523533735,6.403587306943673,2.778113535337623
26,9.999688707490797,9.999691188382085,7.253958882693752
27,9.07027181806388,8.4113032652788,3.3593043811325276
28,10.0,10.0,4.12211811238107
29,4.606421053259221,3.4100904505147343,1.4437789800325809
30,9.999866488876908,10.0,8.339200732756535
31,9.999967084446194,9.99993739525803,7.031862942581391
32,7.514119913380082,7.922595697961097,3.3611093022435394
33,9.999999999397327,9.999965908108152,6.920576186004217
34,9.999580046171234,9.99965393548241,5.89993405446742
35,9.99986188311107,9.999654459419338,6.470873920837138
36,5.869376827620133,5.2757651475909215,2.194291339664855
37,8.77219560179155,9.37430870541561,3.6871591048423933
38,5.077880805181339,5.152806185801496,2.039047542703514
39,1.611722389042427,1.071059490689425,0.6528999996875016
40,9.998527136170797,9.999998756412058,9.28579111118384
41,9.995092686184744,10.0,4.002021294261345
42,9.999966529678455,9.99993913635489,8.017536767667373
43,9.99853060036304,9.999998757385232,9.078191686121915
44,5.060393626996939,4.569659606054443,2.0086875277803546
45,9.99932876425632,9.999995793615787,9.59433279454036
46,9.999999982857865,10.0,8.762846422226758
47,9.999665160575551,10.0,6.3572385555856386
48,10.0,9.999995618996818,8.867909346416466
49,5.756968089782526,5.164734572130771,2.0314025461899314
50,8.6911830501029,8.406272290322843,3.3525180854428642
51,9.999997651712599,9.999295927079071,5.318009319188547
52,9.999810229023424,9.999646209251898,5.200218802992419
53,10.0,9.999732654378999,7.909659649855313
54,10.0,9.999967421912446,6.129056617767191
55,7.47311583169653,8.014444587252036,3.1629147146880445
56,6.221946931664033,6.188340169269881,2.3969675492487483
57,9.999998130902956,10.0,5.783724753918169
58,3.6429808366656227,3.406420004139558,1.4529695033021888
59,2.166584853554307,2.9434253301015834,0.9609558229017247
60,9.999999857381866,10.0,4.243480549181092
61,6.667884777452477,6.419055586295875,2.566811677864763
62,8.73541791912904,9.006347948251827,3.5554775786832074
63,7.898608619126705,8.366665008349164,3.363772160168883
64,7.083467936637018,7.3399202409227895,2.847294558244667
65,9.999722839958201,9.999924425687725,7.583640594491656
66,8.75352776643949,7.984102948044217,3.3393134722399735
67,7.600439564110455,7.585833010472953,2.921808706409327
68,9.999671395832166,10.0,6.243437444479985
69,9.999998508928755,9.999633913106749,8.551988467385549
70,6.798870873375982,6.8405012918454995,2.7645810311729737
71,7.246351493745431,6.959234385374518,2.740533525689285
72,9.98503340249697,9.999927246693472,4.491868251455675
73,9.999995248865266,9.999999615048255,9.898912664528758
74,10.0,10.0,5.667722924974594
75,9.071810275480063,9.563171936947018,3.6323663602099288
76,8.59404448555431,9.484476311711367,3.57395871147064
77,4.601948368506057,3.808148140717102,1.9250327756138905
78,9.999991840529098,9.999653129888216,8.23259238668767
79,7.552999483955146,7.227966268279095,2.896864909113085
80,8.578396729364124,9.30648177352783,3.35419809747106
81,9.094721661076916,9.946874604735193,3.614607172617307
82,2.892718393547594,3.0544951344691462,1.0891215835715924
83,4.396675547766152,3.665023503387377,1.7449650628380677
84,5.869408758276292,6.004613078858624,2.382408916014043
85,9.608631314512659,10.0,3.9085037760300887
86,10.0,10.0,5.081902654217369
87,7.888500046348983,8.371164394516452,3.198212702681355
88,9.99999818434278,9.99971342079675,7.473875857802086
89,9.999938652114446,9.999995631233698,8.445718268508454
90,1.5217429544432237,2.8408227990412676,0.7317890607399333
91,9.999394984663342,9.999987520176742,7.801399965647581
92,9.999183632179102,9.999721319722635,6.0149981402876715
93,10.0,9.999999987579317,9.38777752102088
94,7.9846022335505165,7.4951555681271005,2.9881983454507566
95,10.0,10.0,10.0
96,5.046470540069373,0.0,0.0
97,9.999991819900174,9.999993083942973,6.5835540904972945
98,10.0,9.998285167696114,5.435778036905728
99,3.1556871841742935,3.0417861805928013,1.4130180907760002
