,0,1
0,1884.942973793056,-1256.6129969143287
1,3348.1544892002084,-2719.820590823059
2,3314.9336275354203,-2686.587844840409
3,3447.141729387762,-2818.8231986698033
4,1275.1246784324037,-698.2543929393015
5,1688.9711064348066,-1065.4866346258402
6,2150.316506789062,-1521.9655412364432
7,3479.950548217207,-2851.5858032165784
8,2907.0719459139978,-2278.751111452468
9,2261.9625544259948,-1633.6435363843664
10,2112.7977576365006,-1484.476720085343
11,3609.8890522162155,-2981.56857542848
12,1015.6711992491712,-496.7860911701208
13,1999.541117321211,-1371.216162620094
14,1961.4532637441698,-1333.134733026211
15,2625.5835251836447,-1997.1249014405373
16,3079.151458453869,-2450.7404240650576
17,2372.293857091797,-1743.9752498412565
18,2517.839419565246,-1889.478963421118
19,3642.0941336363667,-3013.7737150231956
20,2837.5445880982234,-2209.1072749922905
21,2589.780388961492,-1961.363882457205
22,406.56401438747287,-125.19564355001806
23,1608.1224597376213,-989.9852066533842
24,3248.1304713281925,-2619.8093981368365
25,1648.9160556368288,-1027.6664182979039
26,3381.2076014094514,-2752.8804956939994
27,3577.70980780586,-2949.236414544211
28,1401.7771420598738,-804.9952567340595
29,2941.711876557706,-2313.381379261697
30,2075.1598210190527,-1446.8412849080735
31,1485.1586383608933,-878.763002154454
32,2299.257312503758,-1670.5880646928154
33,3512.5800797550082,-2884.2614957044384
34,1728.7659509230662,-1103.6814271135509
35,116.86028615390441,-19.306289361526133
36,3113.127334596566,-2484.8087824811646
37,3706.242997367637,-3077.9244666496784
38,3414.3083943684464,-2785.9087564623455
39,2037.4481269256266,-1409.0808286415488
40,3010.6726987636384,-2382.3406261567015
41,2732.0007414381244,-2103.6818363655593
42,753.143278102073,-317.085183104255
43,2224.8819395546752,-1596.5236403303932
44,2976.2406312509074,-2347.9165003537087
45,157.06760479361895,-29.978070178460076
46,709.7050045655141,-289.30692660261116
47,1807.540761132676,-1179.9035818235488
48,1923.277656918532,-1294.9552460236303
49,1526.4128228931313,-915.5120952245985
50,884.3837686128343,-403.7423493947941
51,1059.2747462324214,-529.0459636107273
52,622.2272069270191,-237.8338980298138
53,1232.3900976302755,-662.7515094957243
54,2481.6418231641824,-1853.3118934817019
55,2335.691367287962,-1707.3728174827322
56,1359.5523530783357,-769.3064781638268
57,840.6990682034873,-374.1218452458283
58,492.3031454024716,-167.32169998529608
59,3214.573122406544,-2586.2382379361097
60,449.32434305523225,-146.19974780862302
61,238.75108928465218,-56.613876369094555
62,322.12371402445484,-88.67293422693685
63,2802.4123288063565,-2174.0937980883978
64,3147.1258994785285,-2518.7843672414633
65,3180.8936676124067,-2552.573564893972
66,971.9938951966801,-465.1153161034181
67,3674.2428129109353,-3045.9242472833266
68,280.2450315139275,-71.94443082377208
69,1102.7512525153163,-561.3395268137282
70,928.4040547413911,-434.10092859219804
71,2553.7961464347786,-1925.4732234991575
72,535.4968544479765,-190.05917730136161
73,3044.9515256732057,-2416.618707545244
74,364.2385424717703,-106.45114496275586
75,1567.6687775152943,-952.9252341406665
76,1317.448312354815,-732.9941167321542
77,3281.6455917930753,-2653.2965951286224
78,2187.697253526154,-1559.3366481288817
79,1145.946943709174,-594.5531044684762
80,1846.4564703057254,-1218.218637056899
81,1189.424429291994,-628.8704100351919
82,665.4582279986132,-263.0323892234451
83,2409.044254686165,-1780.6950668587833
84,3545.1311354971012,-2916.7191522969247
85,3738.1136100140457,-3109.7898873515455
86,77.02602385869687,-10.065619027236039
87,2872.3691723314555,-2243.9981635310132
88,197.71780746904972,-42.5463452431268
89,2445.3465579023173,-1817.026590498868
90,578.0278342183843,-213.28654566809266
91,796.3561820021882,-345.01455184314057
92,2696.5787900431674,-2068.2602593252086
93,3769.911184307752,-3141.5926535897934
94,40.47179414746394,-2.8534027306870384
95,2767.2473024584206,-2138.8681185208734
96,1768.4504356632106,-1141.6222317373065
97,1443.4219098352435,-842.0293056671852
98,2661.2024080910505,-2032.792507230371
99,0.0,-0.0
